"Episode","Date","Location","Guest","GuestUrl","Party","PartyUrl"
1197,"2014-01-09","Lewisham, England","Nadine Dorries","https://en.wikipedia.org/wiki/Nadine_Dorries","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1197,"2014-01-09","Lewisham, England","Paul Nuttall","https://en.wikipedia.org/wiki/Paul_Nuttall","UK Independence Party","https://en.wikipedia.org/wiki/UK_Independence_Party"
1197,"2014-01-09","Lewisham, England","Susie Boniface","https://en.wikipedia.org/wiki/Susie_Boniface","Unknown",""
1198,"2014-01-16","Durham, England","Grant Shapps","https://en.wikipedia.org/wiki/Grant_Shapps","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1198,"2014-01-16","Durham, England","Mary Creagh","https://en.wikipedia.org/wiki/Mary_Creagh","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1198,"2014-01-16","Durham, England","Tim Farron","https://en.wikipedia.org/wiki/Tim_Farron","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
1198,"2014-01-16","Durham, England","John Sentamu","https://en.wikipedia.org/wiki/John_Sentamu","Unknown",""
1198,"2014-01-16","Durham, England","Julia Hartley-Brewer","https://en.wikipedia.org/wiki/Julia_Hartley-Brewer","Unknown",""
1199,"2014-01-23","Dundee, Scotland","John Swinney","https://en.wikipedia.org/wiki/John_Swinney","Scottish National Party","https://en.wikipedia.org/wiki/Scottish_National_Party"
1199,"2014-01-23","Dundee, Scotland","Ruth Davidson","https://en.wikipedia.org/wiki/Ruth_Davidson","Scottish Conservatives","https://en.wikipedia.org/wiki/Scottish_Conservatives"
1199,"2014-01-23","Dundee, Scotland","Jim Sillars","https://en.wikipedia.org/wiki/Jim_Sillars","Scottish National Party","https://en.wikipedia.org/wiki/Scottish_National_Party"
1199,"2014-01-23","Dundee, Scotland","Kezia Dugdale","https://en.wikipedia.org/wiki/Kezia_Dugdale","Labour Co-operative","https://en.wikipedia.org/wiki/Labour_Co-operative"
1200,"2014-01-30","Norwich, England","Kenneth Clarke","https://en.wikipedia.org/wiki/Kenneth_Clarke","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1200,"2014-01-30","Norwich, England","Emily Thornberry","https://en.wikipedia.org/wiki/Emily_Thornberry","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1200,"2014-01-30","Norwich, England","Matthew Oakeshott, Baron Oakeshott of Seagrove Bay","https://en.wikipedia.org/wiki/Matthew_Oakeshott,_Baron_Oakeshott_of_Seagrove_Bay","Unknown",""
1200,"2014-01-30","Norwich, England","Kate Smurthwaite","https://en.wikipedia.org/wiki/Kate_Smurthwaite","Unknown",""
1200,"2014-01-30","Norwich, England","Mark Littlewood","https://en.wikipedia.org/wiki/Mark_Littlewood","Unknown",""
1201,"2014-02-06","Gillingham, England","Matt Hancock","https://en.wikipedia.org/wiki/Matthew_Hancock","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1201,"2014-02-06","Gillingham, England","Tessa Jowell","https://en.wikipedia.org/wiki/Tessa_Jowell","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1201,"2014-02-06","Gillingham, England","David Starkey","https://en.wikipedia.org/wiki/David_Starkey","Unknown",""
1201,"2014-02-06","Gillingham, England","George Galloway","https://en.wikipedia.org/wiki/George_Galloway","Independent politician","https://en.wikipedia.org/wiki/Independent_politician"
1201,"2014-02-06","Gillingham, England","Alison Wolf, Baroness Wolf of Dulwich","https://en.wikipedia.org/wiki/Alison_Wolf","Unknown",""
1202,"2014-02-13","Scunthorpe, England","Damian Green","https://en.wikipedia.org/wiki/Damian_Green","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1202,"2014-02-13","Scunthorpe, England","Chris Bryant","https://en.wikipedia.org/wiki/Chris_Bryant","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1202,"2014-02-13","Scunthorpe, England","Janice Atkinson","https://en.wikipedia.org/wiki/Janice_Atkinson","Independent (politics)","https://en.wikipedia.org/wiki/Independent_(politics)"
1202,"2014-02-13","Scunthorpe, England","Robert Winston","https://en.wikipedia.org/wiki/Robert_Winston","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1202,"2014-02-13","Scunthorpe, England","Cristina Odone","https://en.wikipedia.org/wiki/Cristina_Odone","Unknown",""
1203,"2014-02-20","Swindon, England","Philip Hammond","https://en.wikipedia.org/wiki/Philip_Hammond","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1203,"2014-02-20","Swindon, England","Liz Kendall","https://en.wikipedia.org/wiki/Liz_Kendall","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1203,"2014-02-20","Swindon, England","Charles Kennedy","https://en.wikipedia.org/wiki/Charles_Kennedy","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
1203,"2014-02-20","Swindon, England","Jeanette Winterson","https://en.wikipedia.org/wiki/Jeanette_Winterson","Unknown",""
1203,"2014-02-20","Swindon, England","Roger Scruton","https://en.wikipedia.org/wiki/Roger_Scruton","Unknown",""
1204,"2014-02-27","Newport, Wales","Anna Soubry","https://en.wikipedia.org/wiki/Anna_Soubry","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1204,"2014-02-27","Newport, Wales","Rushanara Ali","https://en.wikipedia.org/wiki/Rushanara_Ali","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1204,"2014-02-27","Newport, Wales","Elfyn Llwyd","https://en.wikipedia.org/wiki/Elfyn_Llwyd","Plaid Cymru","https://en.wikipedia.org/wiki/Plaid_Cymru"
1204,"2014-02-27","Newport, Wales","Jay Rayner","https://en.wikipedia.org/wiki/Jay_Rayner","Unknown",""
1204,"2014-02-27","Newport, Wales","Melanie Phillips","https://en.wikipedia.org/wiki/Melanie_Phillips","Unknown",""
1205,"2014-03-06","Barking, England","Michael Heseltine","https://en.wikipedia.org/wiki/Michael_Heseltine","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1205,"2014-03-06","Barking, England","Simon Hughes","https://en.wikipedia.org/wiki/Simon_Hughes","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
1205,"2014-03-06","Barking, England","Rachel Reeves","https://en.wikipedia.org/wiki/Rachel_Reeves","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1205,"2014-03-06","Barking, England","David Aaronovitch","https://en.wikipedia.org/wiki/David_Aaronovitch","Unknown",""
1205,"2014-03-06","Barking, England","Amanda Platell","https://en.wikipedia.org/wiki/Amanda_Platell","Unknown",""
1205,"2014-03-06","Barking, England","Aleksander Nekrassov","","Unknown",""
1206,"2014-03-13","Nottingham, England","Douglas Alexander","https://en.wikipedia.org/wiki/Douglas_Alexander","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1206,"2014-03-13","Nottingham, England","Nick Hewer","https://en.wikipedia.org/wiki/Nick_Hewer","Unknown",""
1206,"2014-03-13","Nottingham, England","Susan Kramer, Baroness Kramer","https://en.wikipedia.org/wiki/Susan_Kramer","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
1206,"2014-03-13","Nottingham, England","Nadhim Zahawi","https://en.wikipedia.org/wiki/Nadhim_Zahawi","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1206,"2014-03-13","Nottingham, England","Isabel Oakeshott","https://en.wikipedia.org/wiki/Isabel_Oakeshott","Unknown",""
1207,"2014-03-20","Warrington, England","Danny Alexander","https://en.wikipedia.org/wiki/Danny_Alexander","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
1207,"2014-03-20","Warrington, England","Andy Burnham","https://en.wikipedia.org/wiki/Andy_Burnham","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1207,"2014-03-20","Warrington, England","Dominic Raab","https://en.wikipedia.org/wiki/Dominic_Raab","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1207,"2014-03-20","Warrington, England","Jill Kirby","https://en.wikipedia.org/wiki/Jill_Kirby","Unknown",""
1207,"2014-03-20","Warrington, England","Val McDermid","https://en.wikipedia.org/wiki/Val_McDermid","Unknown",""
1208,"2014-03-27","Brighton, England","Justine Greening","https://en.wikipedia.org/wiki/Justine_Greening","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1208,"2014-03-27","Brighton, England","Diane Abbott","https://en.wikipedia.org/wiki/Diane_Abbott","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1208,"2014-03-27","Brighton, England","Roger Helmer","https://en.wikipedia.org/wiki/Roger_Helmer","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1208,"2014-03-27","Brighton, England","Mick Hucknall","https://en.wikipedia.org/wiki/Mick_Hucknall","Unknown",""
1208,"2014-03-27","Brighton, England","Simon Wolfson","https://en.wikipedia.org/wiki/Simon_Wolfson","Unknown",""
1209,"2014-04-03","Bristol, England","Vince Cable","https://en.wikipedia.org/wiki/Vince_Cable","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
1209,"2014-04-03","Bristol, England","Peter Hain","https://en.wikipedia.org/wiki/Peter_Hain","Liberal Party (UK)","https://en.wikipedia.org/wiki/Liberal_Party_(UK)"
1209,"2014-04-03","Bristol, England","Kwasi Kwarteng","https://en.wikipedia.org/wiki/Kwasi_Kwarteng","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1209,"2014-04-03","Bristol, England","Camilla Cavendish, Baroness Cavendish of Little Venice","https://en.wikipedia.org/wiki/Camilla_Cavendish","Unknown",""
1209,"2014-04-03","Bristol, England","Julie Bindel","https://en.wikipedia.org/wiki/Julie_Bindel","Unknown",""
1210,"2014-04-10","Hammersmith, England","Sajid Javid","https://en.wikipedia.org/wiki/Sajid_Javid","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1210,"2014-04-10","Hammersmith, England","Harriet Harman","https://en.wikipedia.org/wiki/Harriet_Harman","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1210,"2014-04-10","Hammersmith, England","Kirsty Williams","https://en.wikipedia.org/wiki/Kirsty_Williams","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
1210,"2014-04-10","Hammersmith, England","Billy Bragg","https://en.wikipedia.org/wiki/Billy_Bragg","Unknown",""
1210,"2014-04-10","Hammersmith, England","Martin Sorrell","https://en.wikipedia.org/wiki/Martin_Sorrell","Unknown",""
1211,"2014-05-01","Leeds, England","Yvette Cooper","https://en.wikipedia.org/wiki/Yvette_Cooper","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1211,"2014-05-01","Leeds, England","Tim Farron","https://en.wikipedia.org/wiki/Tim_Farron","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
1211,"2014-05-01","Leeds, England","Suzanne Evans","https://en.wikipedia.org/wiki/Suzanne_Evans","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1211,"2014-05-01","Leeds, England","Conor Burns","https://en.wikipedia.org/wiki/Conor_Burns","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1211,"2014-05-01","Leeds, England","Simon Jenkins","https://en.wikipedia.org/wiki/Simon_Jenkins","Unknown",""
1212,"2014-05-08","Southampton, England","Grant Shapps","https://en.wikipedia.org/wiki/Grant_Shapps","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1212,"2014-05-08","Southampton, England","Chuka Umunna","https://en.wikipedia.org/wiki/Chuka_Umunna","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1212,"2014-05-08","Southampton, England","Shirley Williams","https://en.wikipedia.org/wiki/Shirley_Williams","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1212,"2014-05-08","Southampton, England","Nigel Farage","https://en.wikipedia.org/wiki/Nigel_Farage","UK Independence Party","https://en.wikipedia.org/wiki/UK_Independence_Party"
1212,"2014-05-08","Southampton, England","Caroline Lucas","https://en.wikipedia.org/wiki/Caroline_Lucas","Green Party (UK)","https://en.wikipedia.org/wiki/Green_Party_(UK)"
1213,"2014-05-15","Coventry, England","Caroline Flint","https://en.wikipedia.org/wiki/Caroline_Flint","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1213,"2014-05-15","Coventry, England","Paddy Ashdown","https://en.wikipedia.org/wiki/Paddy_Ashdown","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
1213,"2014-05-15","Coventry, England","Esther McVey","https://en.wikipedia.org/wiki/Esther_McVey","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1213,"2014-05-15","Coventry, England","Humza Yousaf","https://en.wikipedia.org/wiki/Humza_Yousaf","Scottish National Party","https://en.wikipedia.org/wiki/Scottish_National_Party"
1213,"2014-05-15","Coventry, England","Tim Stanley","https://en.wikipedia.org/wiki/Tim_Stanley","Unknown",""
1214,"2014-05-22","Radlett, England","Chris Grayling","https://en.wikipedia.org/wiki/Chris_Grayling","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1214,"2014-05-22","Radlett, England","Tristram Hunt","https://en.wikipedia.org/wiki/Tristram_Hunt","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1214,"2014-05-22","Radlett, England","Jeremy Browne","https://en.wikipedia.org/wiki/Jeremy_Browne","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
1214,"2014-05-22","Radlett, England","Neil Hamilton (politician)","https://en.wikipedia.org/wiki/Neil_Hamilton_(politician)","UK Independence Party","https://en.wikipedia.org/wiki/UK_Independence_Party"
1214,"2014-05-22","Radlett, England","Jack Monroe","https://en.wikipedia.org/wiki/Jack_Monroe","Unknown",""
1214,"2014-05-22","Radlett, England","Kirstie Allsopp","https://en.wikipedia.org/wiki/Kirstie_Allsopp","Unknown",""
1215,"2014-05-29","Heathrow Airport, England","David Willetts","https://en.wikipedia.org/wiki/David_Willetts","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1215,"2014-05-29","Heathrow Airport, England","Margaret Curran","https://en.wikipedia.org/wiki/Margaret_Curran","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1215,"2014-05-29","Heathrow Airport, England","Louise Bours","https://en.wikipedia.org/wiki/Louise_Bours","UK Independence Party","https://en.wikipedia.org/wiki/UK_Independence_Party"
1215,"2014-05-29","Heathrow Airport, England","Piers Morgan","https://en.wikipedia.org/wiki/Piers_Morgan","Unknown",""
1215,"2014-05-29","Heathrow Airport, England","Joey Barton","https://en.wikipedia.org/wiki/Joey_Barton","Unknown",""
1216,"2014-06-05","Llandudno, Wales","David Jones (Clwyd West MP)","https://en.wikipedia.org/wiki/David_Jones_(MP_for_Clwyd_West)","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1216,"2014-06-05","Llandudno, Wales","Liz Kendall","https://en.wikipedia.org/wiki/Liz_Kendall","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1216,"2014-06-05","Llandudno, Wales","Hywel Williams","https://en.wikipedia.org/wiki/Hywel_Williams","Plaid Cymru","https://en.wikipedia.org/wiki/Plaid_Cymru"
1216,"2014-06-05","Llandudno, Wales","Isabel Hardman","https://en.wikipedia.org/wiki/Isabel_Hardman","Unknown",""
1216,"2014-06-05","Llandudno, Wales","Nev Wilshire","","Unknown",""
1217,"2014-06-12","King's Lynn, England","Iain Duncan Smith","https://en.wikipedia.org/wiki/Iain_Duncan_Smith","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1217,"2014-06-12","King's Lynn, England","Chris Bryant","https://en.wikipedia.org/wiki/Chris_Bryant","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1217,"2014-06-12","King's Lynn, England","Tessa Munt","https://en.wikipedia.org/wiki/Tessa_Munt","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
1217,"2014-06-12","King's Lynn, England","Ian Hislop","https://en.wikipedia.org/wiki/Ian_Hislop","Unknown",""
1217,"2014-06-12","King's Lynn, England","Salma Yaqoob","https://en.wikipedia.org/wiki/Salma_Yaqoob","Independent politician","https://en.wikipedia.org/wiki/Independent_politician"
1218,"2014-06-26","Wolverhampton, England","Anna Soubry","https://en.wikipedia.org/wiki/Anna_Soubry","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1218,"2014-06-26","Wolverhampton, England","John Prescott","https://en.wikipedia.org/wiki/John_Prescott","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1218,"2014-06-26","Wolverhampton, England","Paul Nuttall","https://en.wikipedia.org/wiki/Paul_Nuttall","UK Independence Party","https://en.wikipedia.org/wiki/UK_Independence_Party"
1218,"2014-06-26","Wolverhampton, England","Maajid Nawaz","https://en.wikipedia.org/wiki/Maajid_Nawaz","Unknown",""
1218,"2014-06-26","Wolverhampton, England","Neil Wallis","https://en.wikipedia.org/wiki/Neil_Wallis","Unknown",""
1219,"2014-07-03","Croydon, England","Alan Johnson","https://en.wikipedia.org/wiki/Alan_Johnson","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1219,"2014-07-03","Croydon, England","Jo Swinson","https://en.wikipedia.org/wiki/Jo_Swinson","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
1219,"2014-07-03","Croydon, England","Bernard Jenkin","https://en.wikipedia.org/wiki/Bernard_Jenkin","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1219,"2014-07-03","Croydon, England","Peter Hitchens","https://en.wikipedia.org/wiki/Peter_Hitchens","Unknown",""
1219,"2014-07-03","Croydon, England","Christine Blower","https://en.wikipedia.org/wiki/Christine_Blower","Unknown",""
1220,"2014-07-10","Inverness, Scotland","Ricky Ross (musician)","https://en.wikipedia.org/wiki/Ricky_Ross_(musician)","Unknown",""
1220,"2014-07-10","Inverness, Scotland","Scott Hastings (rugby union)","https://en.wikipedia.org/wiki/Scott_Hastings_(rugby_union)","Unknown",""
1220,"2014-07-10","Inverness, Scotland","Joan Burnie","","Unknown",""
1220,"2014-07-10","Inverness, Scotland","Alan Savage (football chairman)","https://en.wikipedia.org/wiki/Alan_Savage_(football_chairman)","Unknown",""
1221,"2014-09-25","Kelso, Scotland","Rory Stewart","https://en.wikipedia.org/wiki/Rory_Stewart","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1221,"2014-09-25","Kelso, Scotland","Emily Thornberry","https://en.wikipedia.org/wiki/Emily_Thornberry","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1221,"2014-09-25","Kelso, Scotland","John Swinney","https://en.wikipedia.org/wiki/John_Swinney","Scottish National Party","https://en.wikipedia.org/wiki/Scottish_National_Party"
1221,"2014-09-25","Kelso, Scotland","Lesley Riddoch","https://en.wikipedia.org/wiki/Lesley_Riddoch","Unknown",""
1221,"2014-09-25","Kelso, Scotland","Janet Street-Porter","https://en.wikipedia.org/wiki/Janet_Street-Porter","Unknown",""
1222,"2014-10-02","Northampton, England","Grant Shapps","https://en.wikipedia.org/wiki/Grant_Shapps","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1222,"2014-10-02","Northampton, England","Stella Creasy","https://en.wikipedia.org/wiki/Stella_Creasy","Labour and Co-operative","https://en.wikipedia.org/wiki/Labour_and_Co-operative"
1222,"2014-10-02","Northampton, England","Julian Huppert","https://en.wikipedia.org/wiki/Julian_Huppert","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
1222,"2014-10-02","Northampton, England","Susie Boniface","https://en.wikipedia.org/wiki/Susie_Boniface","Unknown",""
1222,"2014-10-02","Northampton, England","Charlie Mullins","https://en.wikipedia.org/wiki/Charlie_Mullins","Unknown",""
1223,"2014-10-09","Clacton-on-Sea, England","Eric Pickles","https://en.wikipedia.org/wiki/Eric_Pickles","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1223,"2014-10-09","Clacton-on-Sea, England","Harriet Harman","https://en.wikipedia.org/wiki/Harriet_Harman","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1223,"2014-10-09","Clacton-on-Sea, England","Patrick O'Flynn","https://en.wikipedia.org/wiki/Patrick_O%27Flynn","UK Independence Party","https://en.wikipedia.org/wiki/UK_Independence_Party"
1223,"2014-10-09","Clacton-on-Sea, England","Malcolm Bruce","https://en.wikipedia.org/wiki/Malcolm_Bruce","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
1223,"2014-10-09","Clacton-on-Sea, England","Jeanette Winterson","https://en.wikipedia.org/wiki/Jeanette_Winterson","Unknown",""
1224,"2014-10-16","Newbury, England","Jeremy Hunt","https://en.wikipedia.org/wiki/Jeremy_Hunt_(politician)","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1224,"2014-10-16","Newbury, England","Angela Eagle","https://en.wikipedia.org/wiki/Angela_Eagle","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1224,"2014-10-16","Newbury, England","Menzies Campbell","https://en.wikipedia.org/wiki/Menzies_Campbell","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
1224,"2014-10-16","Newbury, England","Isabel Oakeshott","https://en.wikipedia.org/wiki/Isabel_Oakeshott","Unknown",""
1224,"2014-10-16","Newbury, England","Giles Fraser","https://en.wikipedia.org/wiki/Giles_Fraser","Unknown",""
1225,"2014-10-23","Liverpool, England","Alex Salmond","https://en.wikipedia.org/wiki/Alex_Salmond","Scottish National Party","https://en.wikipedia.org/wiki/Scottish_National_Party"
1225,"2014-10-23","Liverpool, England","Caroline Flint","https://en.wikipedia.org/wiki/Caroline_Flint","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1225,"2014-10-23","Liverpool, England","Mark Harper","https://en.wikipedia.org/wiki/Mark_Harper","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1225,"2014-10-23","Liverpool, England","Louise Bours","https://en.wikipedia.org/wiki/Louise_Bours","UK Independence Party","https://en.wikipedia.org/wiki/UK_Independence_Party"
1225,"2014-10-23","Liverpool, England","Len McCluskey","https://en.wikipedia.org/wiki/Len_McCluskey","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1226,"2014-10-30","Taunton, England","Owen Paterson","https://en.wikipedia.org/wiki/Owen_Paterson","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1226,"2014-10-30","Taunton, England","Tristram Hunt","https://en.wikipedia.org/wiki/Tristram_Hunt","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1226,"2014-10-30","Taunton, England","Susan Kramer, Baroness Kramer","https://en.wikipedia.org/wiki/Susan_Kramer,_Baroness_Kramer","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
1226,"2014-10-30","Taunton, England","Caroline Lucas","https://en.wikipedia.org/wiki/Caroline_Lucas","Green Party (UK)","https://en.wikipedia.org/wiki/Green_Party_(UK)"
1226,"2014-10-30","Taunton, England","Anthony Horowitz","https://en.wikipedia.org/wiki/Anthony_Horowitz","Unknown",""
1227,"2014-11-06","Middlesbrough, England","Charles Kennedy","https://en.wikipedia.org/wiki/Charles_Kennedy","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
1227,"2014-11-06","Middlesbrough, England","Douglas Alexander","https://en.wikipedia.org/wiki/Douglas_Alexander","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1227,"2014-11-06","Middlesbrough, England","Brandon Lewis","https://en.wikipedia.org/wiki/Brandon_Lewis","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1227,"2014-11-06","Middlesbrough, England","Melanie Phillips","https://en.wikipedia.org/wiki/Melanie_Phillips","Unknown",""
1227,"2014-11-06","Middlesbrough, England","Matt Forde","https://en.wikipedia.org/wiki/Matt_Forde","Unknown",""
1228,"2014-11-13","Cardiff, Wales","Stephen Crabb","https://en.wikipedia.org/wiki/Stephen_Crabb","Welsh Conservative Party","https://en.wikipedia.org/wiki/Welsh_Conservative_Party"
1228,"2014-11-13","Cardiff, Wales","Carwyn Jones","https://en.wikipedia.org/wiki/Carwyn_Jones","Welsh Labour","https://en.wikipedia.org/wiki/Welsh_Labour"
1228,"2014-11-13","Cardiff, Wales","Leanne Wood","https://en.wikipedia.org/wiki/Leanne_Wood","Plaid Cymru","https://en.wikipedia.org/wiki/Plaid_Cymru"
1228,"2014-11-13","Cardiff, Wales","Kirsty Williams","https://en.wikipedia.org/wiki/Kirsty_Williams","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
1228,"2014-11-13","Cardiff, Wales","Rod Liddle","https://en.wikipedia.org/wiki/Rod_Liddle","Unknown",""
1229,"2014-11-20","Birmingham, England","Kenneth Clarke","https://en.wikipedia.org/wiki/Kenneth_Clarke","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1229,"2014-11-20","Birmingham, England","Andy Burnham","https://en.wikipedia.org/wiki/Andy_Burnham","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1229,"2014-11-20","Birmingham, England","Douglas Carswell","https://en.wikipedia.org/wiki/Douglas_Carswell","UK Independence Party","https://en.wikipedia.org/wiki/UK_Independence_Party"
1229,"2014-11-20","Birmingham, England","Yasmin Alibhai-Brown","https://en.wikipedia.org/wiki/Yasmin_Alibhai-Brown","Unknown",""
1229,"2014-11-20","Birmingham, England","Dia Chakravarty","https://en.wikipedia.org/wiki/Dia_Chakravarty","Unknown",""
1230,"2014-11-27","Romford, England","Michael Gove","https://en.wikipedia.org/wiki/Michael_Gove","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1230,"2014-11-27","Romford, England","Chuka Umunna","https://en.wikipedia.org/wiki/Chuka_Umunna","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1230,"2014-11-27","Romford, England","Jo Brand","https://en.wikipedia.org/wiki/Jo_Brand","Unknown",""
1230,"2014-11-27","Romford, England","Amanda Platell","https://en.wikipedia.org/wiki/Amanda_Platell","Unknown",""
1230,"2014-11-27","Romford, England","Norman Baker","https://en.wikipedia.org/wiki/Norman_Baker","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
1231,"2014-12-04","Doncaster, England","Sajid Javid","https://en.wikipedia.org/wiki/Sajid_Javid","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
